id,text,label,label_text
eee8feb6d5,"Well, at least it`s not as bad as I thought. Found a new website to watch movies on and I gotta say.......it`s not bad, not bad at all",0,negative
a1601594c3,http://twitpic.com/4wr8k - Ashley Tisdale - Love the shades girl,1,neutral
4c23fa2597, Airsoft is horrible!! Hope you didn`t get hurt,0,negative
e18a2f80b1,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony",0,negative
a63494f7f1, I`ve gotta watch out for those stealth skillz! I always forget.,1,neutral
98b04f4f4f," I wanna go, but I so freaking broke   Have fun for me",1,neutral
c43afe6e51,just got rear ended,1,neutral
4570a14dbd, what was itt!?,1,neutral
a05ff539bd,We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real  lol,1,neutral
4ead488f3e,i waited too long to buy pink tickets!  now we`re going to be in nose bleed!!  how sad  we`re taking binoculars...,0,negative
b00a057b1a,Haha yea  if i knew yew wanted 2 go i would have told yew,1,neutral
7056f0e83a,Back at work.....too much email in my inbox....,0,negative
f9fc527023,is updating an old ipod...sad...i miss my orange nano,0,negative
c70a22b761, how come u all don`t seem to excited to play in DC????,0,negative
12f2262ade," me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",0,negative
29203e3cc5,welcomes my nephew to the christian world.,1,neutral
69223099a2," Loved the shoutout on TweetHampton, congrats!! Hope you`re feeling better, i missed you last weekend",1,neutral
730cddf438, i`m fake. . Is that the same?   ~K~,1,neutral
ca5c407ca4, seen him! he`s beautiful,2,positive
461fe99678,Dubai!!! Still trying to settle down,1,neutral
a05d814df2, hehe--sorry.  I`ve never been very good at blending in...,1,neutral
8eff5951e0,Ok we found our way now... I think  tonight let`s just let go its dance time!,1,neutral
930dd5f91d,"At work   leave for Berlin at 17:00 by car, will be a late arrival",1,neutral
e520773f6c,check on ya`ll in a bit. im in for a Mother`s day haircut. ciao!...,1,neutral
c4790ca0ae, lol I really wanna go there!! Imma check the vid out rite now,1,neutral
ab2c0581c8,well Sunday the weather looks great gone take my bike to visite my mom on her day,2,positive
6aa2a3bcc6, I miss you!!!! It`s lonely and empty without you!  http://yfrog.com/3o3zxoj,0,negative
a85eb567d6,"checked out Green Day on demand & saw the new live videos. U were right, they did blow my mind  I love u SGB, even more all the time, Mom",2,positive
48de42c9a4, Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao,1,neutral
f5aed79c19,gutted - the handbag I wanted has been sold!,0,negative
90fe1ee25c, Exactly!,1,neutral
693a3d4de6,"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already",0,negative
60be4b6875,actually loves nesquik cereal,2,positive
a715428566," My #followillfriday sucks because while I was teaching people how to be nice, you **** were drooling over Notion",0,negative
62cc8a2ac6, heyahh i thought u wern`t cumin to london till the 5th ? i love you taylorr ..****,2,positive
b5ba656880, I want to go with you !  But I`m tierd....,0,negative
b7ec1f0362,Heeder`s again and on Monday as well... absolutely no plans for the weekend,1,neutral
c567a2c2f2,is heading off to the fair,1,neutral
00837b152b,"A laodicean life for Kavya & family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean",1,neutral
545d3acace,sad day!!!!! Love you Maï¿½ (8 years ago!),1,neutral
61baeaf93b,@_enzo blech... thats a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major losses,0,negative
213632bbd4,"hopping in the shower,   you can help me tidy my room  its a **** hole, mums **** friends",0,negative
e891770f33, - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?,0,negative
69b587d70a," btw, i am actually just trying to get my own lazy bottom in gear.  Me lots to do to and still not dressed !",1,neutral
f94f6b02aa," Yeah, plus I always totally overspend",0,negative
4e95c5d0bb,i dont wanna miss the laker game tonight! i`m so sad,0,negative
c4994fd1f4,"Will be going to Indiana Baptist Sunday, Pray for summer missionaries...",1,neutral
e2ae8ec389,My best friend is in vegas without me,1,neutral
18593617d0,_awake GOOD MIDDAY.,2,positive
a41dd5b60d,where`s my new ,1,neutral
f54d282e5a,nooooooo  sue is retiring  no no no no!,0,negative
56d703d23e,i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.,2,positive
b99e1476e6,... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq,0,negative
067a1c740c, not nerdy at all. I made one yesterday.,1,neutral
9393543b69,Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn`t buy anything old,1,neutral
9817ed148c, No I LOVE Jordie`s version as well as Joe`s and Donnie`s ALL 3 are DIFFERENT,2,positive
e821d70963,going to watch boy in the striped pj`s hope i don`t cry,2,positive
97dd37ad53," Amazing! The concert, the city, everything. It was really an awesome trip",2,positive
24629cd065,new supernatural tonight!,2,positive
cf8498ff3e,I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,2,positive
9a3a1cc74f, Nope probably revision  Hbu? x,1,neutral
e29492e388, He seemed all happy about it,2,positive
1eff07b6c5, addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*,2,positive
5deca37946," gangstarr exgirl to the next girl, nas one mic, hold on i still can`t listen so i guess it dont matter",1,neutral
20bb3f011a,let`s make this last forever.,2,positive
4e9088398a,at the taste a addison w/ her fav. ppl,1,neutral
75cd2ad7ce, absolutely nothin,1,neutral
17771636f8, It`s your inherent humility,2,positive
4e7f6f6e25,Watching boxing and waiting to go out to Hollywood tonight,1,neutral
28d32987ef,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,0,negative
fc118f0c20,i ran out of facebook quizzes. lol grocery shopping then work. w00t?,1,neutral
58674a6d03,is ready for a productive friday. one of the last of the year,2,positive
f15beecbd0, Bom apetite,1,neutral
eefdabd912,Ahh! Members of the toasters and  playing with void union! Sick! I missed  and we are the union,0,negative
ac56afa080, I don`t get as much time here either. It`s going to get worse now that the girls r home for summer.  It stinks.,0,negative
ca52f7afec, why did u copy wot i wrote //hmm,1,neutral
cf1d274111, Yeah ! I downloaded her whole album. :'> THE FAME ! I miss you taking care of me  Hahah !,1,neutral
2ab2bdfcb4,lol my other tank/dps friend is having the same problem in a different guild.  wtf is wrong with this server?,0,negative
76cb9177b0, *hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,1,neutral
b76f432889," its a travesty, no? and, the people who are doing this said they`d THINK about involving joss whedon!!!!",1,neutral
b771a89f78,Cashflow forecasts are fun but big red numbers aren`t,1,neutral
e933101481, All is well..That ends well! < unless of course well times the power of three = the sum of ends if X being All,2,positive
252164985f," that`s the prob, no idea how to meet guys. Met all my exs online & now I`ve dated that pool dry",1,neutral
fcda550d6b,10-Year-Old Girl Battles Rare Breast Cancer  http://bit.ly/JPe9c,2,positive
406d55418f," Ooh, cutting. I like you",2,positive
2b37f61e33,"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",1,neutral
b0df70cda0,deck building buddy missing in action,1,neutral
fe9ecf257d," a midwest girl, lol....so close and yet so far",2,positive
13b7454337, No.  I was thinking just before how much I miss my T-Dub.,0,negative
b8ea3dd07f,Happy Mother`s Day.....................I had a gr8 day with my kids & my MUM,2,positive
3cff023bc6," Awww, here...WAZ UUUUP!!!   Seriously, glad y`all had fun.  Too bad my invite got lost in the mail lol. peace. xo",1,neutral
5dbccb0df0,: eww. dislike,0,negative
780c673bca,going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,2,positive
51dc583ddc,"I`m fighting off feeling sick. Hoping it`s just tired. I`m really not feeling too well, though",0,negative
6206b9e0ed,I didn`t check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate it  #fb,2,positive
2a49440dc7,trying to upload one thousand photos!!,1,neutral
f5435a9e89, Good night Erin!  i wouldn`t say that this is early or that you are old.,2,positive
9bcc1b9078, Thanks! We`re still all passing around germs here but we`re surviving.  Have I missed anything?,1,neutral
6a1d797fba,so now i dont get my car back til monday. boooo,1,neutral
da6f322104, can u add ur link. I can`t find u on YouTube.,1,neutral
8ddcf03dc4,is going to a wedding in the afternoon,1,neutral
135881f2cc,"got THE best mothers day present from Tys. It made me cry uncontrollably, and it wasn`t a present",2,positive
dc0d8d09ea,Took some phogs,1,neutral
b5e55fd593,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,1,neutral
cfa196a041,"$67 for my books, no complaints. 67 more than i had plus i`m on book voucher!",1,neutral
987b654303,good to have a (boy)friend like you,2,positive
b54e049efe,when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street,2,positive
36bb3fd015,i going to go to bed & i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X,0,negative
89df1d9c2f," ahh, that would be a good reason.. Heh hope that goes well hun",2,positive
de78baa02c, you finally watched he`s just not that into you arizzard  justin long is sexy isn`t he! i told ya,1,neutral
ab0484a31a,my knee hurts!,0,negative
7ec39ac1a1,_II It`s foggy here,1,neutral
f90dccdae7,"this hole twitter thing is new too me, its not letting me change my picture so your stuvk with the wee stpid thing for now",0,negative
e521e96572,Getting ready to ship a care package to the daughter. She`s not coming home this summer from college,1,neutral
6c21d33903, no sorry twitter sucks balls since the replys change  #fixreplies,0,negative
118850b843,I lost a follower  oh well probably one of those mute ones anyway.,0,negative
51c47254e5,Just ordered an ASUS Eee PC.,1,neutral
41128ffe06,_Rain oh what the hell  way to tell me.,0,negative
587a9320c7, Your not alone,1,neutral
38ad3f6924,"FINALLY FINISHED MY **** FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/",1,neutral
772c43354f,gooooonight twitter...... i hope im better tomorrow,2,positive
edd2aceb1c, who sings `I Remember`? i alwaysss hear it on Radio 1 but never catch the artist,1,neutral
ed1c3cdcd5,  im trying to fix myself really but i need to stop cutting myself,0,negative
2046d0d2a0," Yeah, planning to do that actually. Got a Kinokuniya discount card, so I`m going to splurge.  Just worried about being overwhelmed.",0,negative
68b8defce0,tomorrow it`s the final competition,1,neutral
3212376cd5,"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!",1,neutral
06c38d3094, Thanks! I will tell her my friends on Twitter say so.,2,positive
d018bf224c,Hate being sick  especially when there`s no one to pamper me,0,negative
54c81c54bf,woke up.,1,neutral
c30ccd5c4f,Just finished lunch...Subway Eat Fresh.......now gotta go back to work,1,neutral
13f981fa30, ohhh beautiful place. You on hols? Go steady on the mead!,2,positive
10efd5ed88,tonights a great night for sports. the yanks and lakers are both playing. i want to watch the games but im still scared to drink.,1,neutral
7e263b31aa,i have the bigggest headache,0,negative
dd6b2d0a34,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...",2,positive
94a2013103,i know i was wrong. maybe i shouldnt did all of those **** things like that,0,negative
1f1c6455f4, you`re welcome Chica,2,positive
6d34c05bdd," I`m fine, I`ve just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt",2,positive
a282babee2, lmao I`ve never met anyone who liked caramel this much,1,neutral
b49ef3fefb, oh no I hate that,0,negative
bb9e01b4b3,Movie and popcorn time,1,neutral
1ae1b5606d," Interesting people like you should never be bored, Tooshers.",1,neutral
1389791cd7, holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,2,positive
a1fb351142, Naw forget it then. I will only if u take them,1,neutral
53900a29f4,#Supernatural at 9:30pm on #Ten.. Counting down..,0,negative
5fff4f9b99, I`m at work,1,neutral
9b0414b040,A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!,0,negative
4104b5ac4a,and before i crash Grilled Chicken breast w/ reefried beans  Gnite Twitties,1,neutral
7e83900e40,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?,0,negative
dc251c4986, I never was good at platform games...,0,negative
2d882d5270, womp womp woooomp!,2,positive
895b1f6795,city in a bittt.,1,neutral
b8285a075a, if its too hard go to ur guy peicing person and he shoud change it cause mine be hard to change to,0,negative
4c3ce4cb16, u were doing good with the replys now u fallin off sad face,0,negative
fde4e6a634,About to dye my hair and do my nails,1,neutral
d207933125,learning french  funy school-day today  don`t be mad about english :*:*,1,neutral
d74fb2d0d9,Dyed my hair. .'back to black',1,neutral
8169cd1509,making mother`s day gift,1,neutral
082b083743," Uhhh.. not yet, maybe my DM inbox is just slow. I`ll let you know when it shows",0,negative
130c2fd973,  me too! i don`t know why every time i listen to it i start to cry!,1,neutral
a44666f258,Ugh feeling sick to my stomach and I have five more hours of work to go,0,negative
3e0cca1c50, Hey I saw SNL 2nite&I loved it!! especially the crumpin` ****-**** scene  'crumpin`34 dub' wow hilarious,2,positive
1986a93d8e, maybe I missed my chance this time,0,negative
e647ca1ee1,paramore songs? one of the best! currently listening to 'emergency',2,positive
8e2cd98874, Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,0,negative
c2b3f9d6cf, A new baby? How exciting  Congrats in advance,2,positive
b5922870f6," Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day 'colorblind'.",2,positive
691f395bee,"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",2,positive
035954f564," just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track",2,positive
d90d309eb2," That`s the problem. The earphones I get here don`t last more than 2 months, no matter what brand or price.",0,negative
0d6f4d55af," the signal that makes your internet 'go' is pretty bad  getting a tech out will get that fixed up, though!",1,neutral
d9243b4d9a,"YM, meebo & ebuddy really hate us      ",0,negative
185c55841b,White House joins social networking sites > http://bit.ly/15Fo4X - better late than never,2,positive
50f643da98, it was only announced in the last few days. Due to cancer I think,1,neutral
94a57d2934, So true Donna  Wish you a joyfull sunday ~Siddy,2,positive
dfad658db7,"Room is clean, now it`s time for breakfast",1,neutral
487edf5617,well here i go off to work,1,neutral
692f5741d2," juice! I miss juice, any fruit",0,negative
492c02243a, Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,1,neutral
4253283c75,"  cool, i saw it now in the link thanks",2,positive
e8ce96cedd,"Ahhh, 7 am meetings  thanks Reimer!",0,negative
6ff78a384e," Thx! Old computer here, too slow for both Kubuntu and Blender really.",0,negative
7812fa18bd,my blog is now updated,1,neutral
9ab7259b2d,"A bunny was eating my moms plants. Naturally, she started shooting. No more bunny.",1,neutral
3af48ef4ba, I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,1,neutral
f80f212355, But he got to do it with Effy!,1,neutral
505931695b,Still Doing Grench paper and still getting distracted,0,negative
4c1ecef2d1,  I saw you started following me -  Welcome - what do you do in AKL and for whom?,2,positive
c4b1d75136,_H ok so who do you know on Daisy of Love? And have you seen it yet. oh lord,1,neutral
78b7b9b4b2,so i got to my exam centre n they said we can`t let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home,0,negative
5aa5f7f146,figuring out wats wrong with her she can drink but cant eat  ...,0,negative
a19f253b22, I was kiddin` with you. Shy is not a word i`d use to describe me,1,neutral
24f9515ff9,"Fyi- putting makeup on under flourescents = FAIL. ... oh face-peely, why must you look so hideous? Also, wheres my lipstick?",0,negative
aff1e49459,"AC is broke at the house. waiting to get an estimate on timeframe to repair. on the bright side, gonna join CoLab this week.",1,neutral
fcf1b2f590, Sadly cannot listen...  *sob*,0,negative
e8ffe60ca2,Wee are going to the movies tonight to see Wolverine,1,neutral
df44ac1933,wants chocolate milkkk,1,neutral
4a4b476950,"friday here at last, not much fun when your skint though",0,negative
cf7297c0a4, Equations and graphs,1,neutral
ac4aef6710," Don`t fall to celebrity worship, though... just write what you think, do the best you can and rock on",2,positive
b507cce1a4,"I`m home, Yay! Unpacked everything, now just got to wash it all",2,positive
f9b1a131e7,"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",0,negative
cf887ad02f,20 John: :   http://tinyurl.com/cq5nkp,1,neutral
cba4a92485," That was my entire week!! I didn`t get to design once while at my GRAPHIC DESIGN job, only at home doing freelance. Sad.",0,negative
49505e08de,"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!",0,negative
9e652d7b7c,Happy Star Wars day! May the 4th be with you!,2,positive
08839d37c0,it`s good to see all my family  was a good day today,2,positive
fd7dd9a979, okay thank you! i can`t find it,2,positive
21208ff8cb,"actually, i think i`m being mean to her....i feel sorry now",0,negative
95fe7c81b9,"I was just watching some cartoons as I haven`t in years when I was eating my breakfast, the programs have changed",1,neutral
029bfe45a8, i missed the game,0,negative
ee89766594,When are  gonna release another album already?!? I miss them,0,negative
83bef2cd15," oh dear.  that is terrible. however, moleskine notebooks rule. a lot.",0,negative
c3c945b990, I don`t mind him not paying rent. I`m just over the moon at the idea of him moving out at least 12 years early,2,positive
52bff90e1d," that`s what i did with my other friends dati e. i could totally do that.  Lian, Eina, Gelli, you, Zero & Francis. we`ll fit!",1,neutral
14d8f19c12,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,0,negative
853b697d89,Always get my hopes up too soon...we were soooo close,2,positive
9dd013a94b,  will have to wait on the recipe at Simply Recipes.  Sorries!,0,negative
6cb52df013,"I just put my TV on the Canucks game and they score  yaay come on VanCity baby (I know, I can`t believe I`m watching hockey either)",2,positive
90fffbe4ef,The Skimchamp Taxi Service!  best in the land!,2,positive
73a6c8c55e,My knee is killing me,0,negative
474abefa36," Plus you guys have IceTV, which I REALLY miss from living there.",0,negative
43abce9b48,"And here goes my first Twitter from #TwitterBerry Application from my #BlackBerry Bold 9000..  Cheers, long live.. #SMR",2,positive
1015ee00a3," awww  no problem , sorry for tha loss",2,positive
d86a05fc77," Have fun, hon! Ooh, look what a poet I am.",2,positive
31018248ce,"In 24hrs time I will be at uni waiting to start my 1st exam, scary. I am working hard this morning though, and feeling ok about it atm",1,neutral
60003ba866, my name too    (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),1,neutral
369f2d32ea, it`s definitely worth it; art not withstanding  I hate moving; and hate packing even more..,0,negative
87cfc80857, really enjoyed the podcast with  This was my 1st time listenening to the show. Will def listen from now on,2,positive
d2d14a67c7,"Gone up to 8mm on my plug. Help, this is where I said I`d go maximum and I still want to stretch it more...",1,neutral
bc209b3ad3,"You know you`re up too late when the TCU nightly scan starts! Oh well, I graduated today",1,neutral
bfb4c4cb42,doesn`t sound so great at all  http://is.gd/JslB #palmpre,0,negative
51892cf392,  night boyssss,1,neutral
a19c30adc7,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.,1,neutral
5e00a1d1d1,dam just finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,2,positive
d416632b13, why don`t u use twitpic? none of ur pics show up on my phone,1,neutral
3a0eb67ccf, haha maybe someday I will be your publicist! that`s what i am going to school for,1,neutral
3a40f4d277," w00t, have a red wine now",1,neutral
31155fb47b,_Songs I know  Especially since the summer is such a boring TV time to begin with.,0,negative
9aff9b27ad, Alternate name for a 'Bacon Mary'... A 'Bloody Piggy!' ;) (I have to give my boyfriend credit for that idea!),2,positive
d237d2f006, now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,2,positive
68ddfb1f11,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad,0,negative
32354992ca," hey, have a great gig! We`ll have to do exchange of tracks via ze emayal  I`m all lost in loops right now and still writing ****",2,positive
ef4ace56dd," im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you",1,neutral
eff1407630,dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,1,neutral
e1c29c120a,That sucks that u have 2 go through that  id b pissed 2,0,negative
bc7fc4e62a, http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella,2,positive
307f1f1c9a,_couper  I`ve heard that. 2 of my sons have seen it and one wants to see it again. I can`t wait to get there,1,neutral
171c170feb," hi cs, welcome to the twitterverse, if i can help with anything, just ask",2,positive
ac5275e8b2,Thinking my drink is watered down but hey its free,1,neutral
265aee2e15,Super pumped to do the 'Relay for Life' tonite. I am walking in honor of my sweet Grandpa `06 and my Uncle Howard who past just yesterday,1,neutral
6bf922332c,JONAS rocked tonight!  going to bed after I write a lil bit... Night and bless all,2,positive
49a20a3d38," ugh something is wrong, suddenly I feel extremely flushed and shaky and I broke out in a sweat. Idk what`s wrong.",0,negative
7baccbb14f," I don`t know, I noticed that happens to me sometimes too.",1,neutral
999718b8b4,_baby  your not talking about your obsession with me right???,1,neutral
0c4e1f23d3,10 Cutest Cat moments video - http://shrt.st/4ce - enjoy,2,positive
68e8a4b6b3,Today is a blessed day,2,positive
063784a57e, that doesnt look good at all.,0,negative
6bb61f0267," Good Morning, good wakeup music",2,positive
59d29da933,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^,2,positive
daadcab8af,I`m sooo HAPPY Demi`s back on twitter!,2,positive
3c6d20b915,http://twitpic.com/4wsue - yeah  well thanks *blushes*,2,positive
c2574b4332,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,1,neutral
5dde4e40dd,Borrowing my Mom`s Lenovo laptop The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro,0,negative
360cee7f54," 'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",0,negative
afb1e72502, woops! I only just realized my DMs to you are not going through,1,neutral
b3d9960683, *waves back* Have a good day,2,positive
7ca352a1cf, you are a very naughty woman - we sooo have to meet!,1,neutral
681aa610f3,"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",0,negative
85c482fcbf,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung,1,neutral
81479b3df0,We`re practicing our blackjack skills. It doesn`t look hopeful.  http://yfrog.com/0l2tsj,0,negative
1c4932337a," It happened to me the other day (customer asked me to ship to her work address), I sent her another one",1,neutral
7dae7be518,_crumbles all the best for art attack. thanks 4d follow,2,positive
52b5190ce5,"Working on a bank holiday, but I don`t mind - it`s all good fun",2,positive
a130bbc018,"gtg now, listen to cobra`s new song @ their myspace, ttyl  santi <3",1,neutral
762e9f81f7," My original non-Yahoo acc. was deleted when they got bought-out  But it`s not too bad, I don`t receive any Yahoo-spam from it.",2,positive
e5f63a649d,_d Wish Leigh a Happy Mother`s Day for me! It`s midnight in NY,2,positive
1ab3877a8c,is online shopping...fantastic,2,positive
c26f0aa54c,I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,2,positive
ba7149719f,big hair rock day today me thinks  here I go again to start xxxxx ? http://blip.fm/~5z4p7,1,neutral
308c0d40e8,"  Me to, oh well maybe one day",1,neutral
e6baae0e16, nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...,0,negative
0884900b33,ONLINE!,1,neutral
a3effba130," is making cupcakes and says i can`t have any  kelli, you`re a bad sister.",0,negative
12b05ce33b,"sorry to hear that  It`s going okay, just tweeting away  ",0,negative
b10a1a1fa1,i DID argue with byron because he said im fat,0,negative
f8ec98a9ed,Just uploading photos from the cell...nothin like true candid-ness!,0,negative
d6d78b7097,"my entire body hurts.  shower, hot tea and tv please..",0,negative
47ec7c77de,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,0,negative
b70b425ce7,is seventeen today  and is trekking from chorleywood to see    and  in cambridge  <3,1,neutral
e904d0cc6d, alright alright! I will be tuning in and taking notes - remember what I said before (got a spot? raising my handz - both,1,neutral
56b9191817, If it makes you feel any better.. My Saturday night is lame as well. I heart you,1,neutral
ab12894d8d,just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!,1,neutral
da31619b52,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,0,negative
2b15b814b6,"_oliver No Happy Mums day for the Mums, only the guys????",0,negative
723b812315, I have to figure out how this works!! I don`t get it  Hope you`re doing well!!!,1,neutral
99cd70b2ce, oh how i wish there were chick a filas by me  i`m definently jealous.,0,negative
549164e932," Wow, I`ve officially lost all faith in Britain, looks like our wishes weren`t met, sadly",0,negative
1c0aca798f,office hours/trying to make my computer feel better.,2,positive
cdce2b490d, say hi to Kimba for me,1,neutral
552892eec5," hahaha maybe it was certain groups of juniors.  hello, and what are you doing in Korea? We`re all over the world!",1,neutral
a25ea87900,well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away,0,negative
54b357fb47," watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, **** in 3d",2,positive
d7c8698a3c,wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ...,1,neutral
7c2724ae24, thanks. but it IS seriuosly my back up plan,1,neutral
7b80a5ad6c, don`t cut yourself!!,1,neutral
2de420758f," Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",2,positive
cbe9f6ef8e,_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,0,negative
6f9d534c07," and Amanda Peet in A lot Like Love. Loves it.. Classic, really",2,positive
905e0f6f5f,OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,2,positive
f2cc3458dc, can only walk on streets as am in london town....no fields,1,neutral
0a79d59002," Thank you, I will have a look",2,positive
c9ac4056b1,Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,1,neutral
bbc6126c96,"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",2,positive
9d1dda4962,Screw it I`m going shopping. I`ll be back by like 3 anyway and then I`ll do hard core revision,1,neutral
2447edb432,"good morning twitter-ers  rise and shine,, just on my way to school",2,positive
b42990837b, oh no  this week is just a bad one for everyone. i love you & your pretty face & youre going to do fantastic in concert tonight,1,neutral
c03050f05a,Will cook a sumptuous lunch today,2,positive
a38dea7f37,_matta take my 'how well do you know me' quiz!! i made one the other day... no one took it yet  i put pics from yday on fb ****,1,neutral
1edee3e796, Hey we were at Tallebudgera Creek at 5pm.....visiting Anita`s special tree........could have almost bumped into you,1,neutral
7b8ac1cc40, You forgot moi  #twpp,1,neutral
a6efc31fe8,studying out of spite. whatever.. Wonderful unforgettable weekend with DC,2,positive
6ee93c53ad,Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,2,positive
ee4f9ff835,Had a nice chat with an old frnd... its been a while since v talked  was fun...,2,positive
cdeb258b89, never invite,0,negative
4c7324d838, Nope  Neither of our ladies are on today.,1,neutral
09ab7a870e,looks like another sober weekend ahead...,0,negative
2e3ed4ea30,Sooo.....I`m kind of sick n tired of the bs that guys dish out  !!!!!!!!,0,negative
f022026982,Hi there all! Can`t stay to long have to go to work soon,1,neutral
8447a5d54f," Just for reference, I don`t own that dress either. Sounds like LH was a good Fopp buy then",2,positive
991ce23866, damnnn. training starts  at 11. but that would have been cool. next timeee,1,neutral
98b5fc480e,bahhhh.. cold weather is making my teeth hurt.,0,negative
9d8dbb479f,i love him..i hate him..i loved him yesterday...ill hate him tomorrow....**** im confused,1,neutral
a2162de4c9,Just got booked my ticket to athens,1,neutral
b914073e50, Not sure yet... they said we`ll see,1,neutral
98eaea45e9,is watching 'Sicko' and is utterly digusted with this country...,0,negative
d92eb7fb32,Ugh..  this sucks.,0,negative
82d0976c38,Loves him but most importantly loves my mom! Happy Mothers Day!,2,positive
0bd98627e6," - no,  is buttfuck stupid. I`m just silly and forgetful",0,negative
58b25e6703,I`m ACTUALLY on Skype but ssshh don`t tell anyone.,1,neutral
872784b2c4,"I am the empitome of epic fail, just you know, more epic than fail.",0,negative
e10b176e0d, sorry to hear that,0,negative
cad1428862,OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT     you mad at me?,0,negative
